Number,Bin,Description,Vendor,VMRS Code,Type,On Hand Total,Alt Part Num,Inter VMRS,Major VMRS,Minor VMRS,Prev PO Facility,Tank Facility,Order Price,Last Order Date,Reorder Qty,Reorder Point,Manufacturer,Avg Ship Days
16-11-1196,SP/ORDER,"TUBE ASSY, COND. E COACHES",0000205791,000-000-000,Part,0.0,16-11-1196,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16-11-1242,W TOP,"TUBE, AC, COPPER, LH SIDE",0000205791,000-000-000,Part,0.0,16-11-1242,000,000,000,00003,,$222.980,1/1/1900,1.00,1,,0
16-11-1286,W TOP,"TUBE, COPPER FITTED",0000205791,000-000-000,SHOP SUPPLIES,1.0,16-11-1286,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
16-11-1409,SP/ORDER,"PIPE-EXHAUST, PROHEAT",0000205791,000-000-000,CRITICAL PART,0.0,16-11-1409,000,000,000,00003,,$187.180,1/1/1900,1.00,1,,0
16-11-1433,W 03,(OBS) TUBE ASM-LIQUID FEED,0000205791,000-000-000,Part,3.0,16-11-1433,000,000,000,,,$199.280,7/10/2025,0.00,1,,0
16-11-1445,SP/ORDER,"TUBE, CONDENSER, FITS 8898",0000205791,000-000-000,Part,0.0,16-11-1445,000,000,000,00003,,$167.750,1/1/1900,1.00,1,,0
16-11-1446,J 2,"TUBE, SUPPLY, HOT WATER",0000205791,000-000-000,Part,10.0,16-11-1446,000,000,000,00003,,$100.510,1/1/1900,1.00,1,,0
16-11-1447,,"TUBE, SUCTION, COOLANT",0000205791,000-000-000,Part,0.0,16-11-1447,000,000,000,00003,,$61.440,1/1/1900,1.00,1,,0
16-11-1552,W 03,"HOSE, ASM-A/C COMPR CRIMPED, E",0000205791,000-000-000,Part,1.0,16-11-1552,000,000,000,00003,,$77.360,3/27/2025,1.00,1,,0
16-11-1554,W 03,"HOSE ASM-SUCTION,A/C COMP",0000205791,000-000-000,Part,1.0,16-11-1554,000,000,000,00003,,$146.870,12/14/2016,1.00,1,,0
16-11-1566,AA BOTTOM,"PUMP-COOLANT,BOOST,C/W ELBOWS",0000205791,000-000-000,Part,1.0,16-11-1566,000,000,000,00003,,$767.600,1/1/1900,1.00,1,,0
16-11-1789,W 04,"HOSE, A/C SUCTION",0000205791,000-000-000,SHOP SUPPLIES,1.0,16-11-1789,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16-11-2067,W 03,"HOSE, SUCTION BITZER KIT",0000205791,000-000-000,SHOP SUPPLIES,1.0,16-11-2067,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16-11-2767,J 01,HOSE-FORMED COLD WATER RETURN EVAP,0000205791,000-000-000,Part,12.0,16-11-2767,000,000,000,00003,,$112.450,1/1/1900,1.00,1,,0
16-11-2768,PENDING,"HOSE, FORMED HOT WATER",0000205791,000-000-000,Part,0.0,16-11-2768,000,000,000,00003,,$34.440,1/1/1900,1.00,1,,0
16123,,"SEAL, OIL, 8561",0000246865,000-000-000,CRITICAL PART,0.0,16123,000,000,000,00003,,$10.150,1/1/1900,1.00,1,,0
1614,PURGE,"FILTER, HYDRAULIC OIL",0000246865,000-000-000,Part,0.0,NF 1614,000,000,000,00003,,$17.270,1/1/1900,1.00,1,,0
16-14-1106,W 04,VALVE-GLYCOL CONTROL,0000205791,000-000-000,Part,1.0,16-14-1106,000,000,000,00003,,$696.520,5/4/2018,1.00,1,,0
16-14-1163,MEZ E,"FILTER-AIR, DRIVERS EVAPORATOR E/J",0000205791,000-000-000,Part,6.0,16-14-1163,000,000,000,00003,,$9.760,4/19/2017,4.00,2,,0
16-14-1288,,CONTROLLER ASM-SPEED,0000999999,000-000-000,CRITICAL PART,0.0,16-14-1288,000,000,000,00102,,$172.550,1/1/1900,0.00,0,,0
16-14-1378,Y 02,SOLENOID ASM-LIQUID LINE,0000205791,000-000-000,Part,1.0,16-14-1378,000,000,000,00003,,$162.940,1/1/1900,1.00,1,,0
16-14-1392,,"BLOWER ASSY, MOTOR",0000205791,000-000-000,Part,0.0,16-14-1392,000,000,000,00003,,$105.190,1/1/1900,1.00,1,,0
16-14-1560,W 04,"DIFFUSER-AIR, ADJUSTABLE",0000205791,000-000-000,Part,1.0,16-14-1560,000,000,000,,,$11.600,6/4/2025,1.00,1,,0
16-14-1679,ZSP/ORDER,"DIFFUSER, ASM-VENT-DEFROSTER, DASH",0000205791,000-000-000,Part,-0.6,16-14-1679,000,000,000,,,$0.000,4/15/2025,2.37,1,,0
16-14259-000,,"SHOCK ABSORBER, FREIGHTLINER",0000267431,000-000-000,CRITICAL PART,0.0,16-14259-000,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
16-14487-002,MEZ E,"BRACKET, HEIGHT CONTROL VALVE, FREIGHT",0000105603,000-000-000,Part,0.0,16-14487-002,000,000,000,00003,,$12.250,1/1/1900,1.00,1,,0
16-14-6268,Y 04,"BLOWER MOTOR, BLOWER, BURSHLESS, KIT",0000205791,000-000-000,Part,0.0,16-14-6268,000,000,000,00003,,$536.830,1/1/1900,1.00,1,,0
16-16-1011,SP/ORDER,VALVE MAIN WATER BY PASS E4500,0000205791,000-000-000,Part,0.0,16-16-1011,000,000,000,00102,,$569.910,9/19/2008,1.00,1,,0
16-16-1058,/SPORDER,"PUMP-COOLANT, 24V",0000205791,000-000-000,Part,0.0,16-16-1058,000,000,000,00003,,$560.920,1/1/1900,1.00,1,,0
16-16-1071,W 04,"PUMP, ORING BOOST",0000205791,000-000-000,Part,3.0,16-16-1071,000,000,000,00003,,$7.000,1/1/1900,1.00,1,,0
16-16-1098,W 04,KIT SEAL ESPAR BOOSTER PUMP,0000999999,000-000-000,Part,1.0,16-16-1098,000,000,000,00102,,$28.350,1/1/1900,1.00,1,,0
16-16-1101,SP/ORDER,PUMP ASSY HEATER BOOSTER E4500,0000205791,000-000-000,Part,0.0,16-16-1101,000,000,000,00102,,$457.870,1/1/1900,1.00,1,,0
16-16-1103,,HOOD-WEBASTO HEATER,0000999999,000-000-000,CRITICAL PART,0.0,16-16-1103,000,000,000,00102,,$44.650,1/1/1900,1.00,1,,0
16-16-1104,W BOTTOM,FAN-WEBASTO HEATER,0000999999,000-000-000,CRITICAL PART,3.0,16-16-1104,000,000,000,00102,,$29.530,1/1/1900,2.00,1,,0
16-16-1105,,MOTOR FUEL & AIR PUMP WEBASTO,0000999999,000-000-000,CRITICAL PART,0.0,16-16-1105,000,000,000,00102,,$229.340,1/1/1900,1.00,1,,0
16-16-1111,W BOTTOM,DISC OPTICAL WEBASTO HEATER,0000999999,000-000-000,CRITICAL PART,4.0,16-16-1111,000,000,000,00102,,$5.160,1/1/1900,2.00,1,,0
16-16-1115,,"PUMP, FUEL, ASSY",0000205791,000-000-000,CRITICAL PART,0.0,16-16-1115,000,000,000,00003,,$363.720,1/1/1900,1.00,1,,0
16-16-1120,W BOTTOM,DETECTOR-WEBASTO FLAME,0000999999,000-000-000,CRITICAL PART,2.0,16-16-1120,000,000,000,00102,,$42.950,1/1/1900,2.00,1,,0
16-16-1124,W BOTTOM,GUARD-WEBASTO SPLASH,0000999999,000-000-000,CRITICAL PART,1.0,16-16-1124,000,000,000,00102,,$10.010,1/1/1900,2.00,1,,0
16-16-1126,W BOTTOM,TUBE-WEBASTO FUEL SUPPLY,0000999999,000-000-000,CRITICAL PART,2.0,16-16-1126,000,000,000,00102,,$38.330,1/1/1900,2.00,1,,0
16-16-1216,W BOTTOM,"MODUAL, PROHEAT CONTROL, E MODLE",0000205791,000-000-000,CRITICAL PART,1.0,16-16-1216,000,000,000,,,$763.420,1/1/1900,1.00,1,,0
16-16-1481,ZSP/ORDER,HOSE ASM-AUX HEATER SUPPLY,0000205791,000-000-000,Part,0.0,16-16-1481,000,000,000,00003,,$76.680,1/1/1900,1.00,1,,0
16-17-1175,SP/ORDER,"HINGE, TAKE APART, FITS 1239",0000205791,000-000-000,Part,0.0,16-17-1175,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16-17-1256,SP/ORDER,"COVER, UNDERFLOOR",0000205791,000-000-000,Part,0.0,16-17-1256,000,000,000,00003,,$418.450,1/1/1900,1.00,1,,0
1617899C91,,"FAN HUB, (639)",0000105867,000-000-000,CRITICAL PART,0.0,1617899C91,000,000,000,00003,,$602.940,1/1/1900,0.00,0,,0
16-19468-000,SP/ORDER,"AIR BAG/PISTON, COMPOSITE",0000000007,000-000-000,Part,0.0,16-19468-000,000,000,000,00003,,$262.910,1/1/1900,1.00,1,,0
1623,,"FILTER, TRANSMISSION, HT740",0000246865,000-000-000,Part,0.0,NF 1623,000,000,000,00003,,$19.240,1/1/1900,1.00,1,,0
1638,E 07 BL 2,BULB,0000246865,000-000-000,SHOP SUPPLIES,12.0,1638,000,000,000,00003,,$0.000,7/4/2013,5.00,3,,0
1643-C24,ZSP/ORDER,"HUB CAPS 1525,1526",0000000010,000-000-000,Part,0.0,1643-C24,000,000,000,,,$22.000,6/6/2025,1.00,1,,0
16485,,"SEAL, TRANSFER CASE OUTPUT, FRONT, 436",0000246865,000-000-000,CRITICAL PART,0.0,16485,000,000,000,00003,,$12.820,1/1/1900,1.00,1,,0
164-9609,SP/ORDER,"ELBOW, 90 DEGREE, CAT, OIL FITS 8899",0000105961,000-000-000,Part,0.0,164-9609,000,000,000,00003,,$22.240,1/1/1900,1.00,1,,0
164-R8130,,"KEY, IGNITION EXPLORER 1491",0000000051,000-000-000,Part,0.0,164-R8130,000,000,000,00003,,$116.960,1/1/1900,1.00,1,,0
16510,,SEAL,0000246865,000-000-000,Part,0.0,16510,000,000,000,00003,,$10.740,1/1/1900,1.00,1,,0
16519563,,"LAMP, FOG",0000000006,000-000-000,CRITICAL PART,0.0,16519563,000,000,000,,,$77.130,1/1/1900,0.00,0,,0
16523211,,LAMP (ASTRO),0000000006,000-000-000,CRITICAL PART,0.0,16523211,000,000,000,,,$48.330,1/1/1900,0.00,0,,0
165658,SP/ORDER,"TUBE, DIPSTICK, CUMMINS, FITS 8267",0000007594,000-000-000,Part,0.0,165658,000,000,000,00003,,$61.670,1/1/1900,1.00,1,,0
1658820C1,,LOW AIR PRESSURE SWITCH,0000107387,000-000-000,CRITICAL PART,0.0,1658820C1,000,000,000,00003,,$16.410,1/1/1900,1.00,1,,0
1661764C1,SP/ORDER,"BEZEL, HEAD LAMP, FITS 7555",0000107387,000-000-000,Part,0.0,1661764C1,000,000,000,00003,,$59.100,1/1/1900,1.00,1,,0
1661790P92,,"TANK, FUEL",0000000053,000-000-000,CRITICAL PART,0.0,1661790P92,000,000,000,,,$365.000,1/1/1900,0.00,0,,0
1662,E 07 BL 2,BULB,0000246865,000-000-000,SHOP SUPPLIES,6.0,1662,000,000,000,,,$0.000,1/1/1900,10.00,2,,0
16631627,,LOCK ASM,0000000006,000-000-000,CRITICAL PART,0.0,16631627,000,000,000,,,$35.590,1/1/1900,0.00,0,,0
16632192,,BUSHING-F,0000000006,000-000-000,CRITICAL PART,0.0,16632192,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
16632193,,BUSHING-F,0000000006,000-000-000,CRITICAL PART,0.0,16632193,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
1665129C1,,"HANDLE, DOOR, DRIVER, 639",0000105867,000-000-000,CRITICAL PART,0.0,1665129C1,000,000,000,,,$22.440,1/1/1900,1.00,1,,0
1669151C1,SP/ORDER,"HINGE, COWLING",0000107387,000-000-000,Part,0.0,1669151C1,000,000,000,00003,,$50.880,1/1/1900,1.00,1,,0
1669515C91,,"MIRROR, DRIVERS SIDE, 638",0000107387,000-000-000,CRITICAL PART,0.0,1669515C91,000,000,000,00003,,$54.800,1/1/1900,1.00,1,,0
168,,LAMP,0000246865,000-000-000,Part,0.0,168,000,000,000,00003,,$0.000,1/1/1900,0.00,0,,0
1683,E 07 BL 1,BULB,0000246865,000-000-000,SHOP SUPPLIES,8.0,1683,000,000,000,00003,,$6.110,7/3/2025,10.00,2,,0
1686736C91,SP/ORDER,"RESERVOIR, PS FLUID",0000107387,000-000-000,Part,0.0,1686736C91,000,000,000,00003,,$163.050,1/1/1900,1.00,1,,0
1689785C91,SP/ORDER,VALVE,0000107387,000-000-000,Part,0.0,1689785C91,000,000,000,00003,,$169.690,1/1/1900,1.00,1,,0
1691125C1,,"DIPSTICK, POWER STEERING, DT466",0000105867,000-000-000,CRITICAL PART,0.0,1691125C1,000,000,000,00003,,$15.700,1/1/1900,1.00,1,,0
1695528C1,,"ELEMENT, POWER STEERING",0000000053,000-000-000,CRITICAL PART,0.0,1695528C1,000,000,000,00003,,$19.680,1/1/1900,0.00,0,,0
16A-10-104,,O-RING,0000205791,000-000-000,CRITICAL PART,0.0,16B-10-53,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
16A-1-82,W BOTTOM,"HANDLE, RUN UP BLOCK",0000205791,000-000-000,SHOP SUPPLIES,6.0,16A-1-82,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16A-2-176,GASKT SECT,"GASKET, A/C COMP VALVE",0000205791,000-000-000,SHOP SUPPLIES,93.0,16G-2-16,000,000,000,,,$0.000,1/1/1900,10.00,2,,0
16A-4-10,SP/ORDER,"BOLT & PLATE, CONDN. DOOR STOP,BRKT,1224",0000205791,000-000-000,Part,0.0,16A-4-10,000,000,000,00003,,$23.000,1/1/1900,1.00,1,,0
16A-4-6,W BOTTOM,"BOLT, SHOULDER, CONDEN DOOR,",0000205791,000-000-000,Part,5.0,16A-4-6,000,000,000,00003,,$8.340,1/1/1900,1.00,1,,0
16B-10-56,X 01,"SKINNER VALVE, ENGINE STOP",0000205791,000-000-000,Part,1.0,16B-10-56,000,000,000,00003,,$96.560,12/14/2016,1.00,1,,21
16B-10-57,X 01,"SKINNER VALVES, FAST IDLE",0000205791,000-000-000,Part,1.0,16B-10-57,000,000,000,00003,,$236.110,1/1/1900,1.00,1,,0
16B-11-3,,"FITTING, PRESSURE HOSE, A/C",0000205791,000-000-000,CRITICAL PART,0.0,16B-11-3,000,000,000,00003,,$32.720,1/1/1900,1.00,0,,0
16B-11-4,,"FITTING, SUCTION LINE",0000205791,000-000-000,Part,0.0,16B-11-4,000,000,000,00003,,$27.930,1/1/1900,1.00,1,,0
16B-2-32,,VALVE,0000205791,000-000-000,Part,0.0,16B-2-32,000,000,000,,,$32.760,1/1/1900,1.00,0,,15
16B-4-3,SP/ORDER,"ARM, CONDENS. DOOR, STOP, FITS 1224",0000205791,000-000-000,Part,0.0,16B-4-3,000,000,000,00003,,$76.680,1/1/1900,1.00,1,,0
16B-5-22,,SIGHT GLASS,0000205791,000-000-000,Part,0.0,16B-5-22,000,000,000,,,$22.060,1/1/1900,1.00,0,,15
16B-5-4,X 01,GASKET,0000205791,000-000-000,SHOP SUPPLIES,36.0,16B-5-4,000,000,000,,,$0.000,1/1/1900,4.00,2,,0
16B-5-5,X 01,GASKET,0000205791,000-000-000,SHOP SUPPLIES,19.0,16B-5-5,000,000,000,,,$0.000,1/1/1900,4.00,2,,15
16B-6-22,,CAGE,0000205791,000-000-000,CRITICAL PART,0.0,16B-6-22,000,000,000,,,$21.620,1/1/1900,1.00,1,,0
16B-6-23,,POWER ASSY,0000205791,000-000-000,Part,0.0,16B-6-23,000,000,000,,,$50.460,1/1/1900,1.00,0,,0
16B-6-24,,"EXPANSION VALVE, BODY FLANGE",0000205791,000-000-000,CRITICAL PART,0.0,16L-6-176,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16B-7-16,,SEAT ASM VALVE WATER MAIN,0000205791,000-000-000,CRITICAL PART,0.0,16B-7-16,000,000,000,00003,,$73.000,1/1/1900,1.00,1,,0
16C-10-23,,"VALVE, 1/4 TURN",0000000009,000-000-000,CRITICAL PART,0.0,16C-10-23,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
16C-10-81,X 01,"RHEOSTAT, DRIVER CONTROL",0000205791,096-052-001,Part,8.0,16C-10-81CG,052,096,001,,,$87.550,1/1/1900,1.00,1,,14
16C-10-83,,"VALVE, DRIVERS",0000205791,000-000-000,Part,0.0,16C-10-83,000,000,000,00003,,$77.380,1/1/1900,1.00,0,,0
16C-11-3,,HOSE,0000205791,000-000-000,Part,0.0,16C-11-3,000,000,000,,,$36.730,1/1/1900,1.00,0,,0
16C-7-30,,COIL,0000205791,000-000-000,CRITICAL PART,0.0,16C-7-30,000,000,000,00003,,$105.430,1/1/1900,1.00,1,,0
16F-10-14,,"SWITCH, CAP CONTROL & GEN CURRENT",0000205791,000-000-000,CRITICAL PART,0.0,16F-10-14,000,000,000,,,$51.550,1/1/1900,1.00,1,,14
16F-11-108,,HOSE,0000205791,000-000-000,Part,0.0,16F-11-108,000,000,000,,,$7.030,1/1/1900,1.00,0,,0
16F-11-176,,MOTOR,0000205791,000-000-000,CRITICAL PART,0.0,16F-11-176,000,000,000,,,$45.550,1/1/1900,1.00,1,,0
16F-12-91,,"FLANGE, PIPE",0000205791,000-000-000,CRITICAL PART,0.0,16F-12-91,000,000,000,,,$21.140,1/1/1900,0.00,0,,0
16F-2-13,X 01,"GASKET, SEAL CAP",0000205791,000-000-000,SHOP SUPPLIES,0.0,16F-2-13,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
16F-2-15,X 01,"CAP-SEAL,5F30",0000205791,000-000-000,Part,8.0,16F-2-15,000,000,000,,,$18.260,1/1/1900,8.00,2,,0
16F-2-25,,WASHER,0000205791,000-000-000,CRITICAL PART,0.0,16F-2-25,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
16F-2-3,X 01,"SHAFT, MOUTING, BASE, A/C COMPRESSOR",0000205791,000-000-000,Part,2.0,16F-2-3,000,000,000,00003,,$55.260,1/1/1900,1.00,1,,0
16F-2-39CGRM,,"COMPRESSOR, A/C, CARRIER 5F30",0000205791,000-000-000,CRITICAL PART,0.0,16F-2-39CGRM,000,000,000,,,"$2,158.000",1/1/1900,0.00,0,,0
16F-2-9,X 01,SEAL,0000205791,000-000-000,SHOP SUPPLIES,14.0,6F-2-9,000,000,000,,,$0.000,1/1/1900,6.00,2,,0
16F-5-7,X 01,VALVE,0000205791,000-000-000,Part,11.0,16F-5-7,000,000,000,00003,,$65.300,1/1/1900,1.00,1,,0
16G-11-32,,HOSE,0000205791,000-000-000,CRITICAL PART,0.0,16G-11-32,000,000,000,,,$1.780,1/1/1900,0.00,0,,0
16G-11-52,,TUBE,0000205791,000-000-000,CRITICAL PART,0.0,16G-11-52,000,000,000,,,$2.580,1/1/1900,0.00,0,,0
16G-16-60,,"REGULATOR, FUEL PRESSURE, PROHEAT",0000205791,000-000-000,CRITICAL PART,0.0,16-16-1268,000,000,000,00003,,$88.950,1/1/1900,1.00,1,,0
16G-2-15,,"CAP, SEAL, A/C COMP. O5G",0000205791,000-000-000,CRITICAL PART,0.0,16G-2-15,000,000,000,,,$0.000,1/1/1900,8.00,2,,0
16G-2-18,X 01,"VALVE,COMP. SUCTION",0000205791,096-059-000,Part,0.0,16G-2-18,059,096,000,00003,,$97.240,1/1/1900,1.00,1,,14
16G-2-21,GASKT SECT,"GASKET, A/C COMPRESSOR, A-MODEL",0000205791,000-000-000,SHOP SUPPLIES,43.0,16G-2-21,000,000,000,00003,,$0.000,1/1/1900,8.00,2,,0
16G-2-26,,"VALVE, PLATE ASSEMBLY",0000205791,000-000-000,CRITICAL PART,0.0,16G-2-26,000,000,000,,,$41.170,1/1/1900,0.00,0,,0
16G-2-281,X 02,"VALVE, HIGH SIDE",0000205791,000-000-000,Part,2.0,16G-2-281,000,000,000,00003,,$361.300,7/2/2025,1.00,1,,0
16G-2-282,X 02,VALVE,0000205791,000-000-000,Part,2.0,16G-2-282,000,000,000,,,$28.520,1/1/1900,1.00,0,,0
16G-2-305,AA 02 BL 4,"CAPSCREW-SCKTHD,ZN 1/4-28 UNC X 3/4IN",0000205791,000-000-000,SHOP SUPPLIES,20.0,16G-2-305,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16G-2-31,,GASKET O5G HEAD ALL (PAPER),0000205791,000-000-000,CRITICAL PART,0.0,16G-2-31,000,000,000,00003,,$15.390,1/1/1900,1.00,1,,0
16G-2-39,X 01,"GASKET, BEARING HEAD & OIL PUMP 05G",0000205791,000-000-000,Part,5.0,16G-2-39,000,000,000,,,$5.640,1/1/1900,1.00,1,,0
16G-2-40,,"PUMP, A/C OIL, ASSEMBLY",0000205791,000-000-000,CRITICAL PART,0.0,16G-2-40,000,000,000,,,$262.550,1/1/1900,0.00,0,,15
16G-2-444,SP/ORDER,CATCH - LATCH,0000205791,000-000-000,CRITICAL PART,0.0,16G-2-444,000,000,000,00003,,$35.080,1/1/1900,1.00,1,,0
16G-2-458,X 02,"SPRING, COMPRESSION, BLOWER WHEEL",0000205791,000-000-000,Part,4.0,16G-2-458,000,000,000,00003,,$13.340,1/1/1900,1.00,1,,0
16G-2-5,X 01,SPACER,0000205791,000-000-000,Part,2.0,16G-2-5,000,000,000,00003,,$29.660,1/1/1900,1.00,1,,0
16G-2-56,X 01,"WASHER, PK OF 5",0000205791,000-000-000,SHOP SUPPLIES,3.0,16G-2-56,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16G-2-61,,SEAL A/C COMPRESSOR NO-USE,0000205791,000-000-000,CRITICAL PART,0.0,16G-2-61,000,000,000,00003,,$35.870,1/1/1900,0.00,0,,0
16G-2-63,GASKT SECT,"GASKET, A/C COMPRESSOR",0000205791,000-000-000,SHOP SUPPLIES,32.0,16G-2-63,000,000,000,00003,,$0.000,1/1/1900,10.00,5,,0
16G-2-64,,VALVE PLATE ASSEMBY RH/LH BANK,0000205791,000-000-000,CRITICAL PART,0.0,16G-2-64,000,000,000,,,$50.500,1/1/1900,0.00,0,,0
16G-2-77,,"UNLOADER,PRESSURE",0000205791,000-000-000,CRITICAL PART,0.0,16G-2-77,000,000,000,00003,,$288.360,1/1/1900,0.00,0,,0
16G-2-78,,"RING, PISTON",0000205791,000-000-000,Part,0.0,16G-2-78,000,000,000,,,$12.480,1/1/1900,1.00,1,,0
16G-2-80,X 01,"GASKET, AC UNLOADER",0000205791,000-000-000,SHOP SUPPLIES,18.0,16G-2-80,000,000,000,,,$0.000,1/1/1900,2.00,2,,0
16G-2-85,AA 02 BL 4,GASKET,0000205791,000-000-000,SHOP SUPPLIES,24.0,16G-2-85,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16G-2-9CGRM,SP/ORDER,"COMPRESSOR, A/C, SHAFT MOUNT",0000205791,000-000-000,CRITICAL PART,0.0,16G-2-9RM,000,000,000,,,"$2,361.510",1/1/1900,0.00,0,,15
16G-2-9CGRMCORE,/CORE,"CORE, A/C COMPRESSOR, REMAN",0000205791,000-000-000,Core,0.0,ZZ16G-2-9CGRMCORE,000,000,000,,,$420.000,1/1/1900,0.00,0,,0
16G-3-12,,COIL-A/C CLUTCH,0000205791,000-000-000,CRITICAL PART,0.0,16G-3-12,000,000,000,00102,,$145.710,1/1/1900,1.00,1,,0
16G-3-13,X 02,"BEARING, CLUTCH",0000205791,000-000-000,Part,2.0,16G-3-13,000,000,000,,,$119.840,1/1/1900,5.00,1,,0
16G-7-1,,"VALVE, WATER",0000205791,000-000-000,CRITICAL PART,0.0,16G-7-1,000,000,000,00003,,$461.820,1/1/1900,1.00,1,,15
16G-7-167,,"INDICATOR BAND KIT, 96A3",0000205791,000-000-000,CRITICAL PART,0.0,16G-7-167,000,000,000,,,$5.690,1/1/1900,1.00,1,,0
16G-7-1R,X 02,"VALVE-WATER,MAIN, REBUILT",0000999999,000-000-000,Part,1.0,16G-7-1R,000,000,000,00102,,$174.880,1/1/1900,1.00,1,,0
16G-7-32,,"KIT, WATER VALVE REPAIR",0000205791,096-037-000,CRITICAL PART,0.0,16G-7-32,037,096,000,,,$69.640,1/1/1900,1.00,1,,14
16G-8-33,PURGE,MOTOR RELIANCE EVAPORATOR/HEATER,0000205791,000-000-000,Part,0.0,16G-8-33,000,000,000,00102,,$389.000,1/1/1900,1.00,1,,0
16G-8-54,,"INSULATOR, NYLON, EVAPORATOR MOTOR",0000205791,000-000-000,CRITICAL PART,0.0,16G-8-54,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16G-8-59,SP/ORDER,FRONT ENDSHIELD,0000205791,000-000-000,CRITICAL PART,0.0,16G-8-59,000,000,000,00003,,$383.990,1/1/1900,1.00,1,,0
16G-8-6,,BRUSH,0000205791,000-000-000,CRITICAL PART,0.0,16G-8-6,000,000,000,00003,,$0.000,1/1/1900,4.00,4,,15
16G-8-60,X 02,"COVER, BRUSH EVAP/COND MOTORS",0000205791,000-000-000,Part,0.0,16G-8-60,000,000,000,00003,,$11.660,1/1/1900,1.00,1,,0
16G-8-64,X 03,"BRUSH, EVAPERATOR & COND MOTOR",0000205791,000-000-001,Part,31.0,16G-8-64XCG,000,000,001,00003,,$0.000,3/24/2025,24.00,12,,14
16G-8-66,X 03,BEARING,0000205791,000-000-000,Part,9.0,16G-8-66,000,000,000,00003,,$11.070,1/1/1900,6.00,4,,0
16G-9-16,,LOUVER,0000205791,000-000-000,CRITICAL PART,0.0,16G-9-16,000,000,000,00003,,$22.670,1/1/1900,1.00,1,,15
16J-10-16,X BOTTOM,"SWITCH, LOW PSI",0000205791,000-000-000,CRITICAL PART,5.0,16J-10-16,000,000,000,00003,,$83.700,1/1/1900,3.00,3,,0
16J-10-3,X BOTTOM,"FILTER, DRYER  A/C",0000205791,000-000-000,CRITICAL PART,3.0,16J-10-3,000,000,000,00003,,$81.630,5/31/2017,2.00,2,,0
16J-10-4,,"VALVE, SOLENOID (AIR COND)",0000205791,000-000-000,Part,0.0,16J-10-4,000,000,000,00003,,$135.220,5/3/2017,1.00,1,,0
16J-10-7,,RELAY,0000000016,000-000-000,CRITICAL PART,0.0,16J-10-7,000,000,000,,,$124.710,1/1/1900,0.00,0,,0
16J-11-70,,HOSE,0000205791,000-000-000,CRITICAL PART,0.0,16J-11-70,000,000,000,,,$53.360,1/1/1900,0.00,0,,0
16J-11-75,,HOSE,0000205791,000-000-000,CRITICAL PART,0.0,16J-11-75,000,000,000,,,$39.750,1/1/1900,0.00,0,,0
16J-14-139,,"OUTLET, DEFROST, FRONT WINDOW",0000205791,000-000-000,CRITICAL PART,0.0,16J-14-139,000,000,000,,,$13.590,1/1/1900,1.00,1,,0
16J-14-147,,"BALL BEARING, DRIVER DEFROST",0000205791,000-000-000,Part,0.0,16J-14-147,000,000,000,,,$11.100,1/1/1900,1.00,0,,0
16J-14-148,X BOTTOM,BEARING,0000205791,000-000-000,CRITICAL PART,0.0,16J-14-148,000,000,000,,,$7.190,1/1/1900,0.00,0,,0
16J-14-149,X BOTTOM,ELECTRIC MOTOR BRUSH,0000205791,000-000-000,CRITICAL PART,43.0,16J-14-149,000,000,000,,,$7.490,1/1/1900,8.00,4,,15
16J-15-1,X BOTTOM,"VENT, DRIVER A/C",0000205791,000-000-000,CRITICAL PART,8.0,16J-15-1,000,000,000,00003,,$5.830,1/1/1900,1.00,1,,0
16J-2-10,X 04,"CLUTCH ASSEMBLY - 05G, DMODEL",0000205791,000-000-000,Part,1.0,16J-2-10,000,000,000,00003,,"$1,011.610",6/13/2025,1.00,1,,0
16J-2-11,/SPORDER,COIL CLUTCH ASM AC COMP 05G,0000205791,000-000-000,Part,0.0,16J-2-11,000,000,000,,,$290.460,1/1/1900,1.00,1,,0
16J-2-12,/DRHT,"HUB BEARING, CLUTCH",0000205791,000-000-000,Part,0.0,16J-2-12,000,000,000,00003,,$126.340,1/1/1900,1.00,1,,0
16J-2-13,X 03,BEARING,0000205791,000-000-000,Part,1.0,16J-2-13,000,000,000,00003,,$121.450,1/1/1900,1.00,1,,0
