Number,Bin,Description,Vendor,VMRS Code,Type,On Hand Total,Alt Part Num,Inter VMRS,Major VMRS,Minor VMRS,Prev PO Facility,Tank Facility,Order Price,Last Order Date,Reorder Qty,Reorder Point,Manufacturer,Avg Ship Days
722759,,"SPRING, ACCELERATOR",0000000006,000-000-000,CRITICAL PART,0.0,722759,000,000,000,,,$3.610,1/1/1900,0.00,0,,0
7234,BAY 1 BATT,"BATTERY, GROUP 31",0000246865,000-000-000,Part,0.0,7234,000,000,000,00003,,$184.480,1/1/1900,3.00,1,,0
7234CORE,/CORE,"CORE, BATTERY",0000246865,000-000-000,Core,0.0,7234CORE,000,000,000,00003,,$27.000,1/1/1900,1.00,1,,0
7236,BAY 1 BATT,"BATTERY, CARGO TRUCK, TOP MOUNT BOLT",0000246865,000-000-000,Part,0.0,7236,000,000,000,00003,,$170.500,4/9/2025,2.00,1,,0
7236CORE,/CORE,"CORE, BATTERY",0000246865,000-000-000,Core,0.0,ZZ7236CORE,000,000,000,00003,,$27.000,1/1/1900,1.00,1,,0
72-3706,,"SPEED SENSOR, 7541",0000000079,000-000-000,Part,0.0,72-3706,000,000,000,,,$22.450,1/1/1900,1.00,1,,0
725-1384,,"KNOB, UNIVERSAL STEERING",0000246865,000-000-000,CRITICAL PART,0.0,725-1384,000,000,000,,,$7.500,1/1/1900,0.00,0,,0
7259BX,,"BRAKE PADS, ASTRO VAN",0000246865,000-000-000,Part,0.0,7259BX,000,000,000,00003,,$53.870,1/1/1900,1.00,1,,0
7-2632,,"LINE, P/S PRESSURE, ASTROVAN",0000246865,000-000-000,CRITICAL PART,0.0,7-2632,000,000,000,00003,,$27.950,1/1/1900,1.00,1,,0
7271,ZSP/ORDER,SEE NOTES!,0000246865,087-000-000,Part,0.0,7271,000,087,000,00003,,$48.000,5/1/2013,2.00,2,,0
7273-3A,/DRHT,ALTERNATOR,0000108276,000-000-000,Part,0.0,7273-3A,000,000,000,,,$47.050,1/1/1900,1.00,1,,0
730-2065,/OBS,"MIRROR, REARVIEW, MINIVAN",0000246865,000-000-000,Part,0.0,730-2065,000,000,000,,,$14.240,1/1/1900,0.00,0,,0
730-2438,,"CAP, GREESE, FRONT AXLE, ASTROVAN",0000246865,000-000-000,CRITICAL PART,0.0,730-2438,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
730-3695,,CAS PLAY,0000246865,000-000-000,CRITICAL PART,0.0,730-3695,000,000,000,,,$29.990,1/1/1900,0.00,0,,0
730-3997,,"CHOCK, WHEEL",0000246865,000-000-000,Part,0.0,730-3997,000,000,000,00003,,$16.650,1/1/1900,1.00,1,,0
730-4009,,BATTERY BOX,0000246865,000-000-000,CRITICAL PART,0.0,730-4009,000,000,000,00003,,$13.150,1/1/1900,1.00,1,,0
7304607,,"PLUG, OIL FILLER TUBE, CUMMINS",0000246865,000-000-000,Part,0.0,7304607,000,000,000,00003,,$7.990,1/1/1900,1.00,1,,0
7312,SP/ORDER,"FILTER, OIL, CARTRIDGE",0000246865,000-000-000,CRITICAL PART,0.0,7312,000,000,000,00003,,$19.600,1/1/1900,1.00,1,,0
733-3224,Z BOTTOM,"CLAMP, EXHAUST",0000246865,000-000-000,Part,0.0,733-3224,000,000,000,00003,,$9.730,1/1/1900,1.00,1,,0
733-3962,,"CLAMP, EXHAUST",0000205791,000-000-000,Part,0.0,733-3962,000,000,000,,,$32.500,1/1/1900,1.00,1,,0
733-5336,,U-BOLT,0000246865,000-000-000,CRITICAL PART,0.0,733-5336,000,000,000,00003,,$0.000,1/1/1900,0.00,0,,0
733-5337,,U-BOLT,0000246865,000-000-000,CRITICAL PART,0.0,733-5337,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
733-5364,,"CLAMP, EXHAUST 2-1/8",0000000013,000-000-000,Part,0.0,733-5364,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
733-5423,Z BOTTOM,"CLAMP, EXHAUST",0000246865,000-000-000,Part,0.0,733-5423,000,000,000,,,$10.990,1/1/1900,0.00,0,,0
733-5975,AA BOTTOM,"CLAMP, EXHAUST, 5IN",0000246865,000-000-000,Part,2.0,733-5975,000,000,000,00003,,$16.800,7/17/2025,2.00,2,,0
733-5976,AA BOTTOM,"CLAMP, EXHAUST, 4IN",0000246865,000-000-000,Part,0.0,733-5976,000,000,000,00003,,$11.280,1/1/1900,0.00,0,,0
733-5977,,"CLAMP, EXHAUST, 3.5IN",0000246865,000-000-000,Part,0.0,733-5977,000,000,000,00003,,$13.250,1/1/1900,0.00,0,,0
733-5978,AA BOTTOM,"CLAMP, EXHAUST, 3IN",0000246865,000-000-000,Part,1.0,733-5978,000,000,000,00003,,$9.930,1/1/1900,1.00,1,,0
733-5979,,"CLAMP, EXHAUST, 2.5IN",0000246865,000-000-000,Part,0.0,733-5979,000,000,000,00003,,$11.290,1/1/1900,1.00,1,,0
7335-B,SP/ORDER,"HOSE REEL, AIR LINE",0000000027,000-000-000,Part,0.0,7335-B,000,000,000,00003,,$435.700,1/1/1900,1.00,1,,0
735-1404,,"CAP, OIL HUB COVER",0000246865,000-000-000,CRITICAL PART,0.0,735-1404,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
735-1656,,"PIPE, REDUCER",0000246865,000-000-000,CRITICAL PART,0.0,735-1656,000,000,000,00003,,$6.690,1/1/1900,1.00,1,,0
735-1663,,"EXTENSION, EXHAUST",0000246865,000-000-000,CRITICAL PART,0.0,735-1663,000,000,000,00003,,$17.490,1/1/1900,1.00,1,,0
735-2789,,KNOB,0000246865,000-000-000,CRITICAL PART,0.0,735-2789,000,000,000,00003,,$9.250,1/1/1900,0.00,0,,0
735-2791,,"CRANK, WINDOW",0000246865,000-000-000,CRITICAL PART,0.0,735-2791,000,000,000,00003,,$11.750,1/1/1900,1.00,1,,0
735-5037,SP/ORDER,"HANDLE, WINDOW CRANK, TRUCK",0000246865,000-000-000,Part,0.0,735-5037,000,000,000,,,$7.990,1/1/1900,1.00,1,,0
735-5039,SP/ORDER,"HANDLE, WINDOW CRANK, TRUCK",0000246865,000-000-000,Part,0.0,735-5039,000,000,000,,,$11.500,1/1/1900,1.00,1,,0
735X150,,"SOLARGIZER, BATTERY MAINTENANCE",0000246865,000-000-000,CRITICAL PART,0.0,735X150,000,000,000,00003,,$180.000,1/1/1900,0.00,0,,0
7387304RX,ZSP/ORDER,"PUMP, DOSER",0000105603,000-000-000,Part,0.0,7387304RX,000,000,000,00003,,"$1,011.150",1/1/1900,1.00,1,,0
7387304RXCORE,ZSP/ORDER,"PUMP,DOSER CORE",0000105603,000-000-000,Part,0.0,7387304RXCORE,000,000,000,00003,,$325.000,1/1/1900,1.00,1,,0
74,E 07 BL 3,"BULB, LIGHT",0000246865,000-000-000,SHOP SUPPLIES,23.0,74,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
74-00212-03,,"KIT, AMBIENT TEMP SWITCH",0000000071,096-000-000,CRITICAL PART,0.0,74-00212-03,000,096,000,,,$0.000,1/1/1900,0.00,0,,0
74425,SP/ORDER,"SHOCKS ABSORBERS / USE ON 8573 ,8574",0000000010,000-000-000,CRITICAL PART,0.0,74425,000,000,000,00003,,$87.460,1/1/1900,1.00,1,,0
7443,E 07 BL 4,"BULB, FORD TRANSIT",0000246865,000-000-000,SHOP SUPPLIES,5.0,7443,000,000,000,00003,,$0.000,1/1/1900,2.00,2,,0
745-1023,,"BLANKET, BATTERY 8D",0000246865,000-000-000,CRITICAL PART,0.0,745-1023,000,000,000,,,$57.500,1/1/1900,0.00,0,,0
745-3158,,"FORD, HUB",0000246865,000-000-000,Part,0.0,745-3158,000,000,000,00003,,$360.770,1/1/1900,1.00,1,,0
74588378858,OFFICE,USB A TO USB C CABLE,0000000199,052-080-000,Part,3.0,70189010625,080,052,000,00003,,$14.390,1/1/1900,1.00,1,,0
747070,,"ADJUSTOR ARM, MIRROR",0000000010,000-000-000,CRITICAL PART,0.0,747070,000,000,000,,,$13.250,1/1/1900,0.00,0,,0
750080,N 01,"ADAPTERS, KIT, AMP 3000",0000105819,000-000-000,Part,1.0,750080,000,000,000,00003,,$74.500,1/1/1900,1.00,1,,0
7502,MEZ C,"FILTER, OIL",0000000013,000-000-000,Part,0.0,7502,000,000,000,00003,,$6.220,1/1/1900,1.00,1,,0
75050,,SEA 5W30 OIL,0000246865,000-000-000,CRITICAL PART,0.0,75050,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
75060,/CORE,"CORE, C13 ENGINE WITH PARTS",0000000444,000-000-000,Part,0.0,75060,000,000,000,00003,,"$2,500.000",1/1/1900,1.00,1,,0
75100,,"MOUNT, RECIEVER HITCH",0000000010,000-000-000,CRITICAL PART,0.0,75100,000,000,000,00003,,$19.050,1/1/1900,1.00,1,,0
75-120,,"OIL, SAE 40W",0000246865,000-000-000,CRITICAL PART,0.0,75-120,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
75-1649,,"SENSOR, OXYGEN, 591",0000000098,000-000-000,CRITICAL PART,0.0,75-1649,000,000,000,00003,,$51.430,1/1/1900,1.00,1,,0
75-1651,,"SENSOR, OXYGEN, 591",0000000098,000-000-000,CRITICAL PART,0.0,75-1651,000,000,000,00003,,$50.340,1/1/1900,1.00,1,,0
7524,SP/ORDER,"BATTERY, FORKLIFT, CAT",0000246865,000-000-000,Part,1.0,7524,000,000,000,00003,,$147.650,6/16/2025,1.00,1,,0
7524CORE,/CORE,"CORE, BATTERY",0000246865,000-000-000,Core,0.0,CORE7524,000,000,000,00003,,$18.000,1/1/1900,0.00,0,,0
7527,,BATTERY,0000246865,000-000-000,CRITICAL PART,0.0,7527,000,000,000,00003,,$81.950,1/1/1900,0.00,0,,0
7527CORE,/CORE,"CORE, BATTERY",0000246865,000-000-000,Core,0.0,ZZ7527CORE,000,000,000,00003,,$10.000,1/1/1900,0.00,0,,0
7534,,BATTERY,0000246865,000-000-000,Part,0.0,7534,000,000,000,00003,,$118.660,1/1/1900,1.00,1,,0
7534CORE,/CORE,BATTERY CORE,0000246865,000-000-000,Core,0.0,ZZ7534CORE,000,000,000,00003,,$18.000,1/1/1900,1.00,1,,0
75431,E 05,LENS,0000000010,000-000-000,Part,1.0,75431,000,000,000,,,$12.000,1/1/1900,1.00,1,,0
7549,ZSP/ORDER,"BATTERY, SPRINTER",0000246865,000-000-000,Part,0.0,7549,000,000,000,00003,,$137.120,1/1/1900,1.00,1,,0
7549CORE,/CORE,"CORE, BATTERY",0000246865,000-000-000,Part,0.0,7549CORE,000,000,000,00003,,$18.000,1/1/1900,1.00,1,,0
7551037,,"BALL, TR, FREDS TRUCK",0000246865,000-000-000,CRITICAL PART,0.0,7551037,000,000,000,00003,,$15.890,1/1/1900,1.00,1,,0
755-1073,,HITCHPIN,0000246865,000-000-000,CRITICAL PART,0.0,755-1073,000,000,000,00003,,$5.150,1/1/1900,1.00,1,,0
755-1338,,"MOUNT, FRED TRUCK",0000246865,000-000-000,CRITICAL PART,0.0,755-1338,000,000,000,00003,,$30.750,1/1/1900,1.00,1,,0
755-1830,SP/ORDER,TRAILER WIRE,0000246865,000-000-000,CRITICAL PART,0.0,755-1830,000,000,000,00003,,$20.850,1/1/1900,0.00,0,,0
755-1887,,TRAILER HITCH  RECEIVER LOCK,0000246865,000-000-000,CRITICAL PART,0.0,755-1887,000,000,000,00003,,$16.500,1/1/1900,1.00,1,,0
755-2017,,TRAILER HITCH,0000246865,000-000-000,CRITICAL PART,0.0,755-2017,000,000,000,00003,,$64.150,1/1/1900,1.00,1,,0
7565,BAY 1 BATT,BATTERY,0000246865,000-000-000,Part,1.0,7565,000,000,000,00003,,$156.380,8/7/2025,0.00,0,,0
7565CORE,/CORE,"CORE, BATTERY",0000246865,000-000-000,Core,0.0,ZZ7565CORE,000,000,000,00003,,$18.000,1/1/1900,0.00,0,,0
7575,,"BATTERY, ASTRO",0000246865,000-000-000,CRITICAL PART,0.0,7575,000,000,000,00003,,$74.950,1/1/1900,0.00,0,,0
757741409,,"UNIT, CONTROL, VANHOOL",0000107129,000-000-000,Part,0.0,VH757741409,000,000,000,,,$182.500,1/1/1900,0.00,0,,0
7578,SP/ORDER,"BATTERY, NAPA LEGEND",0000246865,087-000-000,Part,0.0,7578,000,087,000,00003,,$87.950,1/1/1900,0.00,0,,0
7578CORE,/CORE,"CORE, BATTERY",0000246865,000-000-000,Core,0.0,ZZ7578CORE,000,000,000,,,$4.000,1/1/1900,0.00,0,,0
75830,,"PIN, RECIEVER HITCH",0000000010,000-000-000,CRITICAL PART,0.0,75830,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
7590,BAY 1 BATT,BATTERY,0000246865,000-000-000,Part,0.0,7590,000,000,000,00003,,$129.010,1/1/1900,1.00,1,,0
7590CORE,BAY 1 BATT,"BATTERY, CORE",0000246865,000-000-000,Part,0.0,7590CORE,000,000,000,00003,,$18.000,1/1/1900,1.00,1,,0
7596R,BAY 1 BATT,BATTERY - NAPA THE LEGEND 24 M WARRANTY,0000246865,000-000-000,Part,1.0,7596R,000,000,000,,,$150.650,6/6/2025,1.00,1,,0
75W90,,"GEAR LUBE, 75W90, 654",0000246865,000-000-000,CRITICAL PART,0.0,75W90,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
75XDT800,,"BATTERY, ASTRO",0000246865,000-000-000,CRITICAL PART,0.0,75XDT800,000,000,000,00003,,$136.290,1/1/1900,1.00,1,,0
760570,,"RADIO, REI, THOMAS BUILT",0000105819,000-000-000,CRITICAL PART,0.0,760570,000,000,000,,,$238.820,1/1/1900,1.00,1,,0
760928,SP/ORDER,"RADIO, CD-2000, PA 3.75 X 12, FITS 7834",0000105819,000-000-000,Part,0.0,760928,000,000,000,00003,,$240.500,1/1/1900,1.00,1,,0
76502,ZSP/ORDER,DORMAN UNIVERSAL REAR VIEW MIRROR-1256,0000246865,000-000-000,Part,1.0,76502,000,000,000,,,$25.420,8/8/2025,0.00,1,,0
765-1280,,"KIT, FIBERGLASS REPAIR",0000246865,000-000-000,CRITICAL PART,0.0,765-1280,000,000,000,00003,,$11.500,1/1/1900,1.00,1,,0
765-1285,,"RESIN, FIBERGLASS",0000246865,000-000-000,Part,0.0,765-1285,000,000,000,,,$11.500,1/1/1900,1.00,1,,0
765-1321,,"MAT, FIBERGLASS",0000246865,000-000-000,CRITICAL PART,0.0,765-1321,000,000,000,,,$19.990,1/1/1900,1.00,1,,0
765-1472,,"SILICONE, CLEAR RTV, CHOLCKING GUN",0000246865,000-000-000,CRITICAL PART,0.0,765-1472,000,000,000,,,$12.410,1/1/1900,1.00,1,,0
765-1522,I & Y END,WINDSHIELD REPAIR KIT,0000246865,000-000-000,Part,9.0,16067,000,000,000,00003,,$16.060,7/23/2025,2.00,2,,0
765-1576,,ACETONE,0000246865,000-000-000,CRITICAL PART,0.0,765-1576,000,000,000,,,$7.990,1/1/1900,1.00,1,,0
765-1793,,GLASS REPAIR KIT,0000246865,000-000-000,Part,0.0,765-1793,000,000,000,,,$8.990,1/1/1900,10.00,4,,0
76525,,"SHOCK, GAS GRANDE",0000246865,000-000-000,Part,0.0,76525,000,000,000,00003,,$55.460,1/1/1900,1.00,1,,0
76526,,"SHOCK, GAS GRANDE",0000246865,000-000-000,Part,0.0,76526,000,000,000,00003,,$56.320,1/1/1900,1.00,1,,0
7668,,"BATTERY, 8D SIDE POST",0000246865,000-000-000,CRITICAL PART,0.0,7668,000,000,000,,,$159.950,1/1/1900,2.00,1,,0
76684,,"SHOCK, GAS GRANDE",0000246865,000-000-000,Part,0.0,76684,000,000,000,00003,,$61.480,1/1/1900,1.00,1,,0
76686,,"SHOCK, GAS ABSORBER, 632",0000246865,000-000-000,Part,0.0,76686,000,000,000,,,$34.750,1/1/1900,1.00,1,,0
7668CORE,/CORE,"CORE, BATTERY 12V",0000246865,000-000-000,Core,0.0,ZZ7668CORE,000,000,000,,,$16.000,1/1/1900,0.00,0,,0
76760,,SHOCK,0000246865,000-000-000,CRITICAL PART,0.0,76760,000,000,000,00003,,$53.750,1/1/1900,0.00,0,,0
76761,,SHOCK,0000246865,000-000-000,CRITICAL PART,0.0,76761,000,000,000,00003,,$53.750,1/1/1900,0.00,0,,0
76770,,"SHOCK, GAS GRANDE",0000246865,000-000-000,Part,0.0,76770,000,000,000,00003,,$46.860,1/1/1900,1.00,1,,0
769038,,"KIT, DVD PLAYER, SEE NOTE",0000105819,000-000-000,Part,0.0,769038,000,000,000,00003,,$479.000,1/1/1900,1.00,1,,0
769975-6,,"KIT, LCD MONITOR 10"", REI",0000105819,000-000-000,Part,0.0,769975-6,000,000,000,00003,,$525.000,1/1/1900,0.00,0,,0
7700072,E BOTTOM,DESICCANT CARTRIDGE,0000105603,000-000-000,Part,8.0,N13 35130030060,000,000,000,00003,,$24.220,8/27/2025,1.00,1,,0
7700458,CC 03,"INJECTOR, DOSER",0000205791,000-000-000,Part,1.0,7700458,000,000,000,00003,,$183.040,1/1/1900,1.00,1,,0
7700871,CC 03,"SENSOR, NOX",0000205791,000-000-000,Part,1.0,7700871,000,000,000,00003,,$383.140,1/1/1900,1.00,1,,0
770-3155,,HELICOIL,0000246865,000-000-000,CRITICAL PART,0.0,770-3155,000,000,000,,,$1.350,1/1/1900,0.00,0,,0
770-3577,,BATTERY,0000246865,000-000-000,CRITICAL PART,0.0,770-3577,000,000,000,,,$1.690,1/1/1900,0.00,0,,0
7727-0001,SP/ORDER,"HOSE, CAC, 4X8, RED",0000000010,000-000-000,Part,0.0,7727-0001,000,000,000,00003,,$24.490,1/1/1900,1.00,1,,0
7744XD,GG 05,"FILTER, OIL, FREIGHTLINER TRUCK",0000246865,000-000-000,Part,3.0,7744,000,000,000,00003,,$72.450,7/30/2025,1.00,2,,0
7745,GG 03,"FILTER, OIL, CUMMINS, FIT 8266 & 8267",0000246865,000-000-000,Part,0.0,NF 7745,000,000,000,00003,,$88.740,7/25/2025,2.00,2,,0
775601801,,"NOZZLE, WASHER FLUID, WIPER, VANHOOL",0000107129,000-000-000,CRITICAL PART,0.0,775601801,000,000,000,00003,,$7.260,1/1/1900,1.00,1,,0
77678,SP/ORDER,ROCK TAMER MUDFLAPS,0000000085,000-000-000,Part,0.0,77678,000,000,000,00003,,$272.500,1/1/1900,1.00,1,,0
7776,,"HOSE, LOWER RADIATOR",0000246865,000-000-000,CRITICAL PART,0.0,7776,000,000,000,,,$12.250,1/1/1900,0.00,0,,0
777717-484,,"HUBODOMETER, THOMAS BUILT",0000000010,000-000-000,Part,0.0,777717-484,000,000,000,,,$48.650,1/1/1900,1.00,1,,0
777717-572,,"HUBOMETER, TRUCK",0000000010,000-000-000,CRITICAL PART,0.0,777717-572,000,000,000,00003,,$48.650,1/1/1900,1.00,1,,0
77UZ-17508-AA,,MOTOR AND LINK,0000000051,000-000-000,CRITICAL PART,0.0,77UZ-17508-AA,000,000,000,,,$152.650,1/1/1900,1.00,1,,0
780043,,"WIRE SET,SPARK PLUG",0000246865,000-000-000,CRITICAL PART,0.0,780043,000,000,000,,,$23.500,1/1/1900,0.00,0,,0
780086,,"WIRES, SPARK PLUG",0000246865,000-000-000,CRITICAL PART,0.0,780086,000,000,000,,,$18.250,1/1/1900,0.00,0,,0
7800861715,,"WIRES, PLUG",0000246865,000-000-000,CRITICAL PART,0.0,7800861715,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
782-1136,SP/ORDER,FUSE,0000246865,000-000-000,CRITICAL PART,0.0,782-1136,000,000,000,00003,,$6.500,1/1/1900,1.00,1,,0
782-1600,,"LIGHTER, CIGARETTE",0000246865,000-000-000,CRITICAL PART,0.0,782-1600,000,000,000,,,$8.650,1/1/1900,0.00,0,,0
782-1612,,"LIGHTER, CIGARETTE",0000246865,000-000-000,CRITICAL PART,0.0,782-1612,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
782-2226,SP/ORDER,CIRCUIT,0000246865,000-000-000,CRITICAL PART,0.0,782-2226,000,000,000,00003,,$22.150,1/1/1900,1.00,1,,0
78246,E 07 BL 4,"BULB, 24V 10W AISLE LIGHT",0000000010,000-000-000,Part,1.0,78246,000,000,000,00003,,$7.500,9/21/2016,10.00,2,,0
782-5268,,CLAMP,0000246865,000-000-000,CRITICAL PART,0.0,782-5268,000,000,000,,,$15.990,1/1/1900,0.00,0,,0
7827713,SP/ORDER,CONNECTOR,0000246865,000-000-000,Part,0.0,7827713,000,000,000,00003,,$10.140,1/1/1900,1.00,1,,0
7833095C93,, KIT,0000107387,000-000-000,CRITICAL PART,0.0,7833095C93,000,000,000,00003,,$19.630,7/14/2010,1.00,1,,0
7834511,,"GEARBOX, DENALI BUS",0000000059,000-000-000,CRITICAL PART,0.0,7834511,000,000,000,,,$668.450,1/1/1900,0.00,0,,0
7839,E 07 BL 2,BULB,0000246865,000-000-000,SHOP SUPPLIES,7.0,7839,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
787102,E 04,"PLUG, 9006 BULB",0000246865,000-000-000,Part,0.0,787102,000,000,000,00003,,$7.290,3/4/2016,3.00,1,,0
7884-225,/SPORDER,"ELBOW, COOLANT, 2.25, 90 DEGREE",0000000010,000-000-000,Part,0.0,7884-225,000,000,000,00003,,$33.840,1/1/1900,1.00,1,,0
7884-400,,ELBOW 90 FLX,0000000010,000-000-000,Part,0.0,7884-400,000,000,000,00003,,$67.530,1/1/1900,1.00,1,,0
7902,,"HOSE,RAD",0000246865,000-000-000,CRITICAL PART,0.0,7902,000,000,000,,,$18.150,1/1/1900,0.00,0,,0
791058,,GEAR,0000000009,000-000-000,CRITICAL PART,0.0,791058,000,000,000,,,$79.550,1/1/1900,0.00,0,,0
7968,,"FILTER, TRANSMISSION KIT, 625",0000246865,000-000-000,CRITICAL PART,0.0,1-7968,000,000,000,00003,,$31.150,1/1/1900,1.00,1,,0
796899,,"SLEEVE, AXLE HOUSING",0000205791,082-000-000,CRITICAL PART,0.0,2J-1-7,000,082,000,00003,,$310.690,1/1/1900,0.00,0,,0
798,SP/ORDER,TRIANGLE REFLECTOR KIT,0000246865,000-000-000,CRITICAL PART,0.0,798,000,000,000,00003,,$21.580,1/1/1900,1.00,1,,0
7980,,"SPARK PLUGS, 654",0000246865,000-000-000,CRITICAL PART,0.0,7980,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
79A9223,,"CLUTCH, FAN, FREIGHTLINER",0000311100,000-000-000,Part,0.0,79A9223,000,000,000,00003,,$601.190,1/1/1900,1.00,1,,0
79A9223CORE,/CORE,"CORE, CLUTCH, FREIGHTLINER",0000311100,000-000-000,Core,0.0,79A9223CORE,000,000,000,00003,,$616.000,1/1/1900,1.00,1,,0
7A-13-153,,"SWITCH-RECESS,LAV.BUZZER",0000205791,000-000-000,Part,0.0,7A-13-153,000,000,000,00003,,$6.810,1/1/1900,1.00,1,,0
7A-8-163,L 03 BL 1,ACTUATOR,0000205791,000-000-000,Part,1.0,7A-8-163,000,000,000,00003,,$24.260,2/14/2019,1.00,1,,0
7A-8-91,,"MICROSWITCH, BAG DOOR",0000205791,000-000-000,Part,0.0,7A-8-91,000,000,000,00003,,$6.680,1/1/1900,1.00,1,,0
7A-8-96,L 03 BL 1,"MICROSWITCH, SHIFT/PARK",0000205791,000-000-000,Part,0.0,7A-8-96,000,000,000,00003,,$8.880,2/14/2019,1.00,1,,0
7ATG222MG,W & K END,12' GREEN POWERCORD,0000000010,000-000-000,Part,0.0,7ATG222MG,000,000,000,00003,,$77.120,1/1/1900,1.00,1,,0
7ATG522MG,W&K END,"CABLE, TRAILER TO TRUCK, CONNECTOR, 15FT",0000000010,000-000-000,Part,2.0,7ATG522MG,000,000,000,00003,,$80.000,1/1/1900,1.00,1,,0
7B-13-34,L 03 BL 1,"CIR BRK, 105AMP CONDENSOR, MOTOR",0000205791,000-000-000,Part,3.0,7B-13-34,000,000,000,,,$20.250,1/1/1900,1.00,1,,14
7B-15-11,PURGE,ROD END-DRS.HEATER DAMPER CONT.,0000205791,000-000-000,Part,0.0,7B-15-11,000,000,000,00003,,$23.110,1/1/1900,1.00,1,,0
7B-3-170,GASKT SECT,"ORING, ALTERNATOR",0000205791,000-000-000,SHOP SUPPLIES,7.0,7B-3-170,000,000,000,00003,,$0.000,3/8/2013,4.00,3,,0
7B-3-186,,PLATE,0000205791,087-000-000,CRITICAL PART,0.0,7R-3-46,000,087,000,,,$9.310,1/1/1900,0.00,0,,0
7B-3-188,,"SPACER, ALTERNATOR",0000205791,087-000-000,CRITICAL PART,0.0,7B-3-188,000,087,000,,,$13.510,1/1/1900,0.00,0,,0
7B-8-117,L 03 BL 1,"STUD BLOCK, STARTER MOTOR",0000205791,000-000-000,Part,3.0,7B-8-117,000,000,000,00003,,$36.060,1/19/2017,2.00,1,,0
7C-12-344,,"ASSEMBLY,JUMPER AND DIODE",0000205791,000-000-000,CRITICAL PART,0.0,7C-12-344,000,000,000,,,$6.450,1/1/1900,0.00,0,,0
7C-13-126,L 03 BL 2,"CIRCUIT BREAKER, 6 AMP",0000205791,000-000-000,Part,1.0,7C-13-126,000,000,000,00003,,$25.400,12/19/1991,2.00,1,,14
7C-13-127,L 03 BL 2,"CIRCUIT BREAKER, 15 AMP",0000205791,000-000-000,Part,21.0,7C-13-127,000,000,000,,,$8.580,1/1/1900,2.00,1,,14
7C-13-128,L 03 BL 2,"CIRCUIT BREAKER, 20 AMP",0000205791,000-000-000,Part,12.0,7C-13-128,000,000,000,,,$10.350,1/1/1900,2.00,1,,0
7C-13-129,L 03 BL 2,"CIRCUIT BREAKER, 30 AMP",0000205791,000-000-000,Part,5.0,7C-13-129,000,000,000,,,$10.890,1/1/1900,2.00,1,,0
7C-13-130,L 03 BL 2,"CIRCUIT BREAKER, 10 AMP",0000205791,000-000-000,Part,2.0,7C-13-130,000,000,000,00003,,$33.120,12/4/2017,2.00,1,,0
7C-13-55,M 03 BL 2,"BRACKET, MOUTING, MIC",0000205791,000-000-000,SHOP SUPPLIES,1.0,7C-13-55,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
7C-15-199,,"CAP, LAV MOTOR BRUSH",0000205791,003-024-001,CRITICAL PART,0.0,7C-15-199,024,003,001,,,$3.340,1/1/1900,0.00,0,,14
7C-1583,EE BOTTOM,GASKET,0000105961,000-000-000,Part,2.0,7C-1583,000,000,000,00003,,$7.110,1/1/1900,0.00,0,,0
7C1728,SP/ORDER,"SEAL, CRANK, FITS 1224",0000000069,000-000-000,Part,0.0,7C1728,000,000,000,00003,,$65.390,1/1/1900,1.00,1,,0
7C-1728,SP/ORDER,SEAL GP CRAN,0000105961,000-000-000,Part,0.0,7C-1728,000,000,000,00003,,$49.860,1/1/1900,0.00,0,,0
7C-1821,SP/ORDER,COUPLING,0000105961,000-000-000,Part,0.0,7C-1821,000,000,000,00003,,$64.970,1/1/1900,1.00,1,,0
7C-1822,SP/ORDER,COUPLING,0000105961,000-000-000,Part,0.0,7C-1822,000,000,000,00003,,$55.400,1/1/1900,1.00,1,,0
7C2Z-17906-FCP,SP/ORDER,"BUMPER, REAR, FITS 7415",0000000051,000-000-000,Part,0.0,7C2Z-17906-FCP,000,000,000,00003,,$336.060,1/1/1900,1.00,1,,0
7C2Z-7210-AA,/SPORDER,"LEVER, TRANSMISSON",0000315737,000-000-000,Part,0.0,7C2Z-7210-AA,000,000,000,00003,,$56.760,1/1/1900,1.00,1,,0
7C2Z-7C130-A,,SHIFT LEVER DAMPER E350,0000000051,000-000-000,Part,0.0,7C2Z-7C130-A,000,000,000,00003,,$16.900,1/1/1900,1.00,1,,0
7C3Z-13100-A,,"HOUSING, RIGHT HEADLAMP",0000315737,000-000-000,Part,0.0,7C3Z-13100-A,000,000,000,00003,,$105.000,1/1/1900,1.00,1,,0
